ticket_id,type,title,status,description,project,owner,adr,sprint,priority,dependencies,created_date,resolved_date
AP6-101,Bug,Fix broken CSS styles in atlaspay-portal dashboard view,Done,Reported bug: fix broken css styles in atlaspay-portal dashboard view causing test failures in production environment.,PRJ-007,EMP-040,,Sprint-2023-W20,Critical,[],2023-05-21,2023-06-01
SS23-91,Task,Document API endpoints in OpenAPISchema for security-scanner,Done,Developer chore: document api endpoints in openapischema for security-scanner.,PRJ-024,EMP-027,,Sprint-2025-W35,Medium,[],2025-09-08,2025-09-22
NC2-107,Bug,Resolve validation error on novacommerce-cart post body parsing,Open,Reported bug: resolve validation error on novacommerce-cart post body parsing causing test failures in production environment.,PRJ-003,EMP-223,,Sprint-2021-W32,Medium,[],2021-08-25,
FP17-89,Bug,Fix transaction rollback failure in fusionerp-payroll checkout flow,Done,Reported bug: fix transaction rollback failure in fusionerp-payroll checkout flow causing test failures in production environment.,PRJ-018,EMP-215,,Sprint-2021-W32,Critical,[],2021-08-20,2021-09-02
AG4-96,Story,Add feature request endpoint to atlaspay-gateway,Done,"As a developer, we need to implement add feature request endpoint to atlaspay-gateway to support customer growth.",PRJ-005,EMP-125,,Sprint-2021-W52,Medium,[],2022-01-04,2022-01-14
FP17-90,Bug,Fix transaction rollback failure in fusionerp-payroll checkout flow,Done,Reported bug: fix transaction rollback failure in fusionerp-payroll checkout flow causing test failures in production environment.,PRJ-018,EMP-215,,Sprint-2022-W18,Low,[],2022-05-10,2022-05-13
CD10-84,Task,Write integration tests for cloudsync-daemon router,Done,Developer chore: write integration tests for cloudsync-daemon router.,PRJ-011,EMP-085,,Sprint-2025-W33,Low,[],2025-08-23,2025-08-27
IA7-95,Task,Security scanning of Docker base images for insightcrm-api,Done,Developer chore: security scanning of docker base images for insightcrm-api.,PRJ-008,EMP-111,,Sprint-2021-W26,Critical,[],2021-07-03,2021-07-06
CD10-85,Story,Add feature request endpoint to cloudsync-daemon,Done,"As a developer, we need to implement add feature request endpoint to cloudsync-daemon to support customer growth.",PRJ-011,EMP-144,,Sprint-2024-W41,High,"[""CD10-4""]",2024-10-27,2024-11-10
SS23-92,Story,Optimize user session timeouts in security-scanner,Done,"As a developer, we need to implement optimize user session timeouts in security-scanner to support customer growth.",PRJ-024,EMP-109,,Sprint-2022-W42,Low,[],2022-10-23,2022-11-01
NC3-72,Story,Integrate metrics reporting client in novacommerce-checkout,Done,"As a developer, we need to implement integrate metrics reporting client in novacommerce-checkout to support customer growth.",PRJ-004,EMP-223,,Sprint-2023-W52,High,[],2024-01-09,2024-01-11
CS11-89,Story,Refactor API request validation for cloudsync-storage,In Progress,"As a developer, we need to implement refactor api request validation for cloudsync-storage to support customer growth.",PRJ-012,EMP-013,,Sprint-2024-W39,High,[],2024-10-08,
FP17-91,Bug,Fix transaction rollback failure in fusionerp-payroll checkout flow,Done,Reported bug: fix transaction rollback failure in fusionerp-payroll checkout flow causing test failures in production environment.,PRJ-018,EMP-220,,Sprint-2024-W17,Critical,"[""FP17-23""]",2024-05-14,2024-05-28
DCC-75,Story,Implement pagination for bulk queries in devops-ci-cd controller,Done,"As a developer, we need to implement implement pagination for bulk queries in devops-ci-cd controller to support customer growth.",PRJ-025,EMP-246,,Sprint-2024-W23,Low,[],2024-06-27,2024-06-29
VT14-91,Story,Optimize user session timeouts in visionai-training,Done,"As a developer, we need to implement optimize user session timeouts in visionai-training to support customer growth.",PRJ-015,EMP-038,,Sprint-2024-W17,Low,[],2024-05-12,2024-05-20
CD10-86,Story,Implement pagination for bulk queries in cloudsync-daemon controller,Done,"As a developer, we need to implement implement pagination for bulk queries in cloudsync-daemon controller to support customer growth.",PRJ-011,EMP-218,,Sprint-2025-W01,High,[],2025-01-22,2025-01-30
IA7-96,Story,Refactor API request validation for insightcrm-api,Blocked,"As a developer, we need to implement refactor api request validation for insightcrm-api to support customer growth.",PRJ-008,EMP-153,,Sprint-2025-W23,Medium,[],2025-06-22,
CS11-90,Story,Integrate metrics reporting client in cloudsync-storage,Done,"As a developer, we need to implement integrate metrics reporting client in cloudsync-storage to support customer growth.",PRJ-012,EMP-218,,Sprint-2021-W48,Critical,"[""CS11-61""]",2021-12-15,2021-12-28
NU1-90,Story,Add feature request endpoint to novacommerce-ui,Done,"As a developer, we need to implement add feature request endpoint to novacommerce-ui to support customer growth.",PRJ-002,EMP-087,,Sprint-2022-W18,Critical,[],2022-05-08,2022-05-22
PL20-104,Bug,Fix memory leak in platform-logging concurrency routine,Done,Reported bug: fix memory leak in platform-logging concurrency routine causing test failures in production environment.,PRJ-021,EMP-235,,Sprint-2025-W41,Medium,[],2025-10-20,2025-10-26
NC3-73,Bug,Fix transaction rollback failure in novacommerce-checkout checkout flow,Open,Reported bug: fix transaction rollback failure in novacommerce-checkout checkout flow causing test failures in production environment.,PRJ-004,EMP-202,,Sprint-2022-W20,Low,[],2022-06-02,
IU8-84,Task,Write integration tests for insightcrm-ui router,Done,Developer chore: write integration tests for insightcrm-ui router.,PRJ-009,EMP-148,,Sprint-2022-W22,Critical,[],2022-06-14,2022-06-24
SAP-99,Task,Write integration tests for security-auth-proxy router,Done,Developer chore: write integration tests for security-auth-proxy router.,PRJ-023,EMP-242,,Sprint-2023-W50,Low,[],2023-12-19,2023-12-23
AG4-97,Task,Configure Prometheus alert rules for atlaspay-gateway,Done,Developer chore: configure prometheus alert rules for atlaspay-gateway.,PRJ-005,EMP-135,,Sprint-2024-W23,Medium,[],2024-06-21,2024-06-29
NA0-56,Story,Integrate metrics reporting client in novacommerce-api,Done,"As a developer, we need to implement integrate metrics reporting client in novacommerce-api to support customer growth.",PRJ-001,EMP-223,,Sprint-2023-W18,Medium,[],2023-05-10,2023-05-18
IA9-83,Bug,Resolve NullPointerException in insightcrm-analytics client,Open,Reported bug: resolve nullpointerexception in insightcrm-analytics client causing test failures in production environment.,PRJ-010,EMP-041,,Sprint-2022-W20,Critical,[],2022-05-31,
PL20-105,Story,Add feature request endpoint to platform-logging,Open,"As a developer, we need to implement add feature request endpoint to platform-logging to support customer growth.",PRJ-021,EMP-157,,Sprint-2022-W50,High,[],2022-12-28,
IA7-97,Task,Upgrade dependency libraries in insightcrm-api,Done,Developer chore: upgrade dependency libraries in insightcrm-api.,PRJ-008,EMP-181,,Sprint-2023-W02,Medium,"[""IA7-49""]",2023-01-26,2023-02-07
IA9-84,Story,Add feature request endpoint to insightcrm-analytics,In Progress,"As a developer, we need to implement add feature request endpoint to insightcrm-analytics to support customer growth.",PRJ-010,EMP-153,,Sprint-2022-W28,Low,[],2022-07-28,
FP17-92,Task,Write integration tests for fusionerp-payroll router,Done,Developer chore: write integration tests for fusionerp-payroll router.,PRJ-018,EMP-053,,Sprint-2023-W46,High,[],2023-11-29,2023-12-08
SAP-100,Story,Add feature request endpoint to security-auth-proxy,Done,"As a developer, we need to implement add feature request endpoint to security-auth-proxy to support customer growth.",PRJ-023,EMP-143,,Sprint-2024-W43,Low,[],2024-11-10,2024-11-16
AP6-102,Story,Integrate metrics reporting client in atlaspay-portal,Done,"As a developer, we need to implement integrate metrics reporting client in atlaspay-portal to support customer growth.",PRJ-007,EMP-248,,Sprint-2025-W13,High,[],2025-04-16,2025-04-22
SAP-101,Story,Add feature request endpoint to security-auth-proxy,In Progress,"As a developer, we need to implement add feature request endpoint to security-auth-proxy to support customer growth.",PRJ-023,EMP-094,,Sprint-2025-W03,Medium,"[""SAP-77""]",2025-01-31,
VT14-92,Task,Write integration tests for visionai-training router,Done,Developer chore: write integration tests for visionai-training router.,PRJ-015,EMP-058,,Sprint-2025-W01,Low,[],2025-01-17,2025-01-22
PL20-106,Task,Configure Prometheus alert rules for platform-logging,Done,Developer chore: configure prometheus alert rules for platform-logging.,PRJ-021,EMP-121,,Sprint-2023-W38,Medium,"[""PL20-53""]",2023-10-06,2023-10-11
NU1-91,Task,Configure Prometheus alert rules for novacommerce-ui,In Progress,Developer chore: configure prometheus alert rules for novacommerce-ui.,PRJ-002,EMP-231,,Sprint-2021-W24,Critical,[],2021-06-21,
NC3-74,Story,Optimize user session timeouts in novacommerce-checkout,Done,"As a developer, we need to implement optimize user session timeouts in novacommerce-checkout to support customer growth.",PRJ-004,EMP-175,,Sprint-2023-W42,Low,[],2023-10-23,2023-10-28
NA0-57,Task,Security scanning of Docker base images for novacommerce-api,Done,Developer chore: security scanning of docker base images for novacommerce-api.,PRJ-001,EMP-175,,Sprint-2022-W44,Low,[],2022-11-17,2022-11-27
IA7-98,Task,Configure Prometheus alert rules for insightcrm-api,Done,Developer chore: configure prometheus alert rules for insightcrm-api.,PRJ-008,EMP-250,,Sprint-2022-W44,Critical,"[""IA7-93""]",2022-11-15,2022-11-26
VI13-94,Bug,Fix transaction rollback failure in visionai-inference checkout flow,Done,Reported bug: fix transaction rollback failure in visionai-inference checkout flow causing test failures in production environment.,PRJ-014,EMP-222,,Sprint-2025-W47,Medium,[],2025-12-12,2025-12-26
NU1-92,Story,Integrate metrics reporting client in novacommerce-ui,Open,"As a developer, we need to implement integrate metrics reporting client in novacommerce-ui to support customer growth.",PRJ-002,EMP-015,,Sprint-2024-W19,Low,[],2024-05-21,
FP17-93,Story,Add feature request endpoint to fusionerp-payroll,Done,"As a developer, we need to implement add feature request endpoint to fusionerp-payroll to support customer growth.",PRJ-018,EMP-182,,Sprint-2022-W14,Critical,"[""FP17-53""]",2022-04-19,2022-04-30
AP6-103,Story,Integrate metrics reporting client in atlaspay-portal,Done,"As a developer, we need to implement integrate metrics reporting client in atlaspay-portal to support customer growth.",PRJ-007,EMP-040,,Sprint-2025-W01,Medium,"[""AP6-58""]",2025-01-20,2025-01-24
IU8-85,Story,Add feature request endpoint to insightcrm-ui,Done,"As a developer, we need to implement add feature request endpoint to insightcrm-ui to support customer growth.",PRJ-009,EMP-017,,Sprint-2023-W18,Low,[],2023-05-07,2023-05-20
SS23-93,Story,Add feature request endpoint to security-scanner,In Progress,"As a developer, we need to implement add feature request endpoint to security-scanner to support customer growth.",PRJ-024,EMP-187,,Sprint-2023-W46,Low,[],2023-12-01,
CD10-87,Story,Add feature request endpoint to cloudsync-daemon,Blocked,"As a developer, we need to implement add feature request endpoint to cloudsync-daemon to support customer growth.",PRJ-011,EMP-206,,Sprint-2023-W10,Critical,[],2023-03-21,
NC3-75,Story,Optimize user session timeouts in novacommerce-checkout,Open,"As a developer, we need to implement optimize user session timeouts in novacommerce-checkout to support customer growth.",PRJ-004,EMP-175,,Sprint-2021-W36,Low,[],2021-09-21,
NU1-93,Task,Security scanning of Docker base images for novacommerce-ui,Done,Developer chore: security scanning of docker base images for novacommerce-ui.,PRJ-002,EMP-087,,Sprint-2022-W06,Critical,[],2022-02-21,2022-02-24
DCC-76,Story,Optimize user session timeouts in devops-ci-cd,Done,"As a developer, we need to implement optimize user session timeouts in devops-ci-cd to support customer growth.",PRJ-025,EMP-201,,Sprint-2021-W44,Critical,[],2021-11-12,2021-11-15
DCC-77,Story,Integrate metrics reporting client in devops-ci-cd,In Progress,"As a developer, we need to implement integrate metrics reporting client in devops-ci-cd to support customer growth.",PRJ-025,EMP-103,,Sprint-2022-W46,Low,[],2022-11-29,
VI13-95,Task,Security scanning of Docker base images for visionai-inference,Done,Developer chore: security scanning of docker base images for visionai-inference.,PRJ-014,EMP-224,,Sprint-2023-W36,Critical,[],2023-09-22,2023-10-04
PKM-61,Story,Add feature request endpoint to platform-k8s-mesh,Done,"As a developer, we need to implement add feature request endpoint to platform-k8s-mesh to support customer growth.",PRJ-020,EMP-150,,Sprint-2023-W48,High,[],2023-12-11,2023-12-14
FP17-94,Story,Optimize user session timeouts in fusionerp-payroll,Done,"As a developer, we need to implement optimize user session timeouts in fusionerp-payroll to support customer growth.",PRJ-018,EMP-199,,Sprint-2023-W50,Medium,[],2023-12-17,2023-12-26
FP17-95,Task,Write integration tests for fusionerp-payroll router,Done,Developer chore: write integration tests for fusionerp-payroll router.,PRJ-018,EMP-053,,Sprint-2023-W50,Critical,[],2023-12-19,2023-12-31
SS23-94,Story,Add feature request endpoint to security-scanner,Done,"As a developer, we need to implement add feature request endpoint to security-scanner to support customer growth.",PRJ-024,EMP-152,,Sprint-2021-W28,Critical,[],2021-07-29,2021-08-09
FC16-44,Story,Refactor API request validation for fusionerp-core,In Progress,"As a developer, we need to implement refactor api request validation for fusionerp-core to support customer growth.",PRJ-017,EMP-219,,Sprint-2024-W07,Low,[],2024-03-02,
NA0-58,Task,Security scanning of Docker base images for novacommerce-api,Done,Developer chore: security scanning of docker base images for novacommerce-api.,PRJ-001,EMP-096,,Sprint-2023-W28,Medium,[],2023-07-17,2023-07-30
PL20-107,Story,Integrate metrics reporting client in platform-logging,In Progress,"As a developer, we need to implement integrate metrics reporting client in platform-logging to support customer growth.",PRJ-021,EMP-171,,Sprint-2024-W25,High,[],2024-07-02,
SS23-95,Task,Configure Prometheus alert rules for security-scanner,Open,Developer chore: configure prometheus alert rules for security-scanner.,PRJ-024,EMP-193,,Sprint-2024-W41,Low,"[""SS23-47""]",2024-10-21,
FF18-80,Story,Add feature request endpoint to fusionerp-frontend,Done,"As a developer, we need to implement add feature request endpoint to fusionerp-frontend to support customer growth.",PRJ-019,EMP-093,,Sprint-2024-W09,Medium,"[""FF18-65""]",2024-03-10,2024-03-16
IA9-85,Task,Upgrade dependency libraries in insightcrm-analytics,Open,Developer chore: upgrade dependency libraries in insightcrm-analytics.,PRJ-010,EMP-119,,Sprint-2025-W21,Medium,[],2025-06-11,
