incident_id,cause,root_cause,severity,timeline,resolution,linked_deployment,linked_pr,linked_adr,lessons_learned
INC-0189,Cache stampede in novacommerce-ui for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-18 00:11:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-18 00:15:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-08-18 01:23:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-18 05:10:00""}]",Applied mitigation at 01:23:00 by rolling back production deployment DEP-0395 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0395,PR-0195,ADR-0050,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0190,Unoptimized query on security-scanner database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-19 00:28:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-19 00:39:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-08-19 02:00:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-19 02:57:00""}]",Applied mitigation at 02:00:00 by rolling back production deployment DEP-0397 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0397,PR-0185,ADR-0047,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0191,Cache stampede in atlaspay-portal for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-19 16:23:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-19 16:28:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-08-19 17:07:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-19 18:48:00""}]",Applied mitigation at 17:07:00 by rolling back production deployment DEP-0399 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0399,PR-0186,ADR-0048,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0192,Unoptimized query on cloudsync-desktop database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-20 06:04:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-20 06:07:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-08-20 07:02:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-20 08:58:00""}]",Applied mitigation at 07:02:00 by rolling back production deployment DEP-0401 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0401,PR-0201,ADR-0054,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0193,Unoptimized query on novacommerce-api database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-23 06:59:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-23 07:14:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-08-23 07:49:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-23 10:17:00""}]",Applied mitigation at 07:49:00 by rolling back production deployment DEP-0403 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0403,PR-0202,ADR-0055,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0194,Routing loop in Istio service mesh for novacommerce-ui,A misconfigured VirtualService manifest in Terraform caused traffic to cycle between the canary deployment and the main service. Latency spiked and error rates reached 100% due to maximum hop recursion.,P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-25 15:23:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-25 15:26:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-08-25 16:05:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-25 18:09:00""}]",Applied mitigation at 16:05:00 by rolling back production deployment DEP-0407 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0407,PR-0209,ADR-0052,Add deployment linting checks for mesh configurations. Implement dry-run verification steps in CI/CD pipeline before applying mesh routes.
INC-0195,Unoptimized query on novacommerce-checkout database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-26 00:57:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-26 01:09:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-08-26 02:16:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-26 03:16:00""}]",Applied mitigation at 02:16:00 by rolling back production deployment DEP-0405 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0405,PR-0206,,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0196,Database connection pool exhaustion on novacommerce-cart,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on database, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-26 03:29:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-26 03:34:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-08-26 04:02:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-26 05:01:00""}]",Applied mitigation at 04:02:00 by rolling back production deployment DEP-0409 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0409,PR-0211,ADR-0053,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0197,Message lag spike on Kafka partition for fusionerp-payroll,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-27 01:18:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-27 01:28:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-08-27 02:39:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-27 03:26:00""}]",Applied mitigation at 02:39:00 by rolling back production deployment DEP-0411 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0411,PR-0213,,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0198,Routing loop in Istio service mesh for cloudsync-storage,A misconfigured VirtualService manifest in Terraform caused traffic to cycle between the canary deployment and the main service. Latency spiked and error rates reached 100% due to maximum hop recursion.,P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-29 00:44:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-29 00:58:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-08-29 02:12:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-29 05:32:00""}]",Applied mitigation at 02:12:00 by rolling back production deployment DEP-0413 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0413,PR-0208,,Add deployment linting checks for mesh configurations. Implement dry-run verification steps in CI/CD pipeline before applying mesh routes.
INC-0199,Unoptimized query on visionai-inference database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-29 11:22:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-29 11:33:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-08-29 12:09:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-29 15:05:00""}]",Applied mitigation at 12:09:00 by rolling back production deployment DEP-0417 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0417,PR-0207,ADR-0058,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0200,Database connection pool exhaustion on visionai-pipeline,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on database, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-29 15:34:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-29 15:48:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-08-29 17:00:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-29 19:30:00""}]",Applied mitigation at 17:00:00 by rolling back production deployment DEP-0415 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0415,PR-0193,ADR-0049,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0201,Out of memory (OOM) crash in novacommerce-cart pod during batch processing,A memory leak in the Go/Python worker loop processing batch uploads. The worker accumulated pointers in a global slice and did not trigger garbage collection timely. Pod reached K8s limit (512Mi) and got OOMKilled.,P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-29 21:01:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-29 21:03:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-08-29 21:24:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-30 00:29:00""}]",Applied mitigation at 21:24:00 by rolling back production deployment DEP-0419 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0419,PR-0210,ADR-0053,"Profile heap usage during batch tasks, reuse object buffers, and add strict memory limits to K8s configs with warnings at 80% usage."
